address,eth_balance
0x240a478dca8fd4ee366c11be433fe5413b6a257f,5.2042499042175223e+22
0x8c16654e999413be8c915f8ff1decbc881511201,5.2042499042175223e+22
0xe49dae1271a993e1ca7206ed04e2323e3a8e2040,5.2042499042175223e+22
0xe084cd9365e25716a893b12a650274559b783d62,5.2034974786384109e+22
0xc1458d19970ebfaf46fbb6c781c87d87e25539b7,5.2034974786384109e+22
0xcade17f4f80187f0ba8110642b8ef9a7bf67e0f2,5.2001e+22
0xd3d6e5fde174dd1a67d974e766fcac6d7676b320,5.1995762550310529e+22
0x48cd64a62aed2d0933faa94815e03d667d04078e,5.1793629685320277e+22
0x1b8766d041567eed306940c587e21c06ab968663,5.1377301482731767e+22
0xa6715eafe5d215b82cb9e90a9d6c8970a7c90033,5.1329125268831745e+22
0x795cbc7a670d06e56cd2197d4ca175e081a416ad,5.1166991311978159e+22
0xc45c36017b0b7708f493534ca4f0930964c1d542,5.1000000579789365e+22
0x47029dc4f3922706bf670d335c45550cff4f6a35,5.08565301466686e+22
0xceffc7330317f72957c662d072a5e7d63b9b578c,5.039993900476e+22
0x89434a1a33af76fab6eb23c06aba4f341bb84ef5,5.0349398711001055e+22
0xad7f791974169973443c496eaa102f1a7842003d,5.018948433169005e+22
0xd81e5c967dcaae076f1e650303dc0a63ed8a34d6,5.016453788642e+22
0xee5b5b923ffce93a870b3104b7ca09c3db80047a,5.0140571137698158e+22
0xa90aa5a93fa074de79306e44596109dc53e01410,5.0074185434613418e+22
0x50cb0508434b4c68a2c4fde30b02b269d2d5b6bd,5.0005984831010066e+22
0x50bd66bfddf48b8914602bf51c93756731ec51ae,5.0001005662585963e+22
0x5a03703125380cfda804446fdaa3b4064cb6cc0a,5.0000890044120364e+22
0x6220d7a458a68d6a554e5904792049fd2ef6bbcc,5.000041910312e+22
0x07f1d450b16e53302931c5362ee0ab41f2978541,5.000015016212e+22
0x79ae8c1b31b1e61c4b9d1040217a051f954d4433,5.000014867439074e+22
0x25c7d768a7d53e6ebe5590c621437126c766e1ea,5.00001486615957e+22
0xc273a2e3fc4c8f8610ebe51123dc32d233913da7,5.0000145888496979e+22
0x98ec059dc3adfbdd63429454aeb0c990fba4a128,5.0000108604091328e+22
0xc97b6e3e4301617f617b23120f31303e8ccee606,5.000001560236e+22
0x565b8fbf9336bec8fbfb4f78fbf30d7f70d6973b,5.000001259412e+22
0xe6f5b8d420a8427e1718aa53bda05fc741a76fb6,5.0000004849047576e+22
0xe780a56306ba1e6bb331952c22539b858af9f77d,5.0000000050757e+22
0x35696b0847ed8428a098cba726b6514582aa5fc7,5.0000000000007512e+22
0xcab3f132a11e5b723fc20ddab8bb1b858d00a8e8,4.9999999992238227e+22
0xa18eb0ed2543be132ef5aa3c8a87a0f5b2e30fca,4.9996548744912407e+22
0x914313e0baad92a06ff64eae074b42bef8ddc1ad,4.9821668311986252e+22
0x8408b4ff79195dd2c1b903204b3b41becc4bb486,4.9438658697557367e+22
0x1e747fb111ba949af397b15cbceb424d3f19d8a6,4.937102114561e+22
0x7442041898dc3f8ed76fa4e00a762064c87991c8,4.874620444594699e+22
0x3d9256ad37128e9f47b34a82e06e981719477c18,4.8364312729131833e+22
0x3262f13a39efaca789ae58390441c9ed76bc658a,4.8022977766067e+22
0xf17aced3c7a8daa29ebb90db8d1b6efd8c364a18,4.8000335546358373e+22
0xae004fada7bc866cf3865a804df8279df5ffaadb,4.7865462300318953e+22
0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,4.766637589950393e+22
0x6130611f7a65deb930bd0c0825af88078fcced43,4.6778000024e+22
0xc963eb5b4c9e1d9251d012373c3d430f066bcdec,4.5749998709e+22
0xf9a345948c9f31b225686ab8911140b0e2bcdca8,4.55580589519e+22
0x7713974908be4bed47172370115e8b1219f4a5f0,4.4976171504215389e+22
0x70773129aca50d298631283e137473ab8ffc0177,4.480076066842e+22
0x16cb7e14189415a3bb7add718fa7f0d53c23a011,4.4483e+22
0x1ac33f385a4e9fe2d809a81c5c10473f81ee0ed3,4.3786310137556977e+22
0x78d070de6735ef2f21d0a6532a9ae254cae0aecf,4.3699995185315442e+22
0xee471215e428c08ba69751627e5f6761bba7ae18,4.3595644891943968e+22
0x42697cc8cb495aebd453d016950344867d51f27e,4.352990078503248e+22
0x7f3a1e45f67e92c880e573b43379d71ee089db54,4.3499572790113251e+22
0x0c501d43206b97fa4300f1b0962742b4f938f70e,4.3351245297462851e+22
0x0100dc5672f702e705fc693218a3ad38fed6553d,4.322900003512e+22
0xad10a0ec7a7fdd54b9d13fa8e2ee1d5f4e94627a,4.286648767036e+22
0x90f9dff16f9efafeeb8b130dc5d3562ac5e76a96,4.2837210999781522e+22
0x9168765ee952de7c6f8fc6fad5ec209b960b7622,4.2616945206391262e+22
0x111cff45948819988857bbf1966a0399e0d1141e,4.18183287992289e+22
0x14e40e9528d3d3ae65d710aafd7019e61ff0b447,4.148213648082066e+22
0x093c06ab7ffe19bd3efc8a55548bdf4285505577,4.1435755752465956e+22
0xdca6ab9508d28c0eb7b120b8252041edcb56753f,4.1420000024e+22
0xa3307fa292b7dd2c91218d5688556ff7eb1e5f88,4.1254452915191985e+22
0x5696ae5ad2c22a4afc03bbae5bf18ca9278ae5c5,4.123443398512e+22
0x4b068fe2cee007a48db70b28047470ded49d6aba,4.104033593299e+22
0xf367ae3ec7941e5145eebe0a820da59a7df82012,4.0791244786151e+22
0x8729dc4831577d8a30e28e264d974745d9a92335,4.075946170932343e+22
0xd641651ed7e19a04ce536610d75b3dcaf427ad73,4.0756606107978452e+22
0x37e3bc492735d3d84f2b126cffaf4f0a95bff049,4.0635653276492943e+22
0x3b9de915fce667b90f919075c4d10067b15192a9,4.014325626408e+22
0xabdc9f1bcf4d19ee96591030e772c334302f7d83,4.011000003512e+22
0x65f6db242a5eb6037ecbccb9fdcd9666fba8d1cc,4.0097710409854596e+22
0x2dca0e449ab646dbdfd393a96662960bcab5ae1e,4.000000333512e+22
0xd72fcafc43706d5854d034bf25cb96a07465c435,3.971191947512e+22
0xf4e6deea1b4da85c2d68db8d771d37ec1148b853,3.927298560935722e+22
0x790137e76f83acb16c100bddd2fa2cd2ba8a540f,3.874224255849e+22
0x15abb66ba754f05cbc0165a64a11cded1543de48,3.8316881197915418e+22
0x7aacfab03940202ce8c37e3aed3718fe3a37b007,3.8211517311574618e+22
0x397510f7c4909eb2c30959f1470ffad7eb3869dd,3.8070855408185025e+22
0x06a0048079ec6571cd1b537418869cde6191d42d,3.7913561983043309e+22
0x04786aada9deea2150deab7b3b8911c309f5ed90,3.7257532900639341e+22
0x40638e9fe6005d9c1f8b7a7b4dec086707fdc84d,3.7125779772854652e+22
0x4399f61795d3e50096e236a6d31ab24470c99fd5,3.6995114509e+22
0x1b1877fba975fa4cbb14bb28f2b51c21cfc6f477,3.698279152046e+22
